time, b, s, price, amount, bot, portfolio

1730504180.0, ETH, USD, 2512.99, 0.3979323435429509, ST2, $1000.0
1730538485.0, ETH, USD, 2499.23, 0.4001232379572908, ST1, $1000.0
1730541290.0, ETH, USD, 2495.76, 0.40067955252107573, ST3, $1000.0000000000001
1730669160.0, USD, ETH, 2470.0, 0.3979323435429509, ST2, $982.8928885510886
1730712970.0, XBT, USD, 68470.8, 0.014354920470493825, ST2, $982.8928885510886
1730724540.0, USD, XBT, 68923.1, 0.014354920470493825, ST2, $989.385619079893
1730725155.0, USD, ETH, 2475.79, 0.40067955252107573, ST3, $991.998429336154
1730728800.0, XBT, USD, 68534.1, 0.014436399093004693, ST2, $989.385619079893
1730734560.0, XBT, USD, 68371.9, 0.014508861525512003, ST3, $991.998429336154
1730756940.0, USD, ETH, 2372.92, 0.4001232379572908, ST1, $949.4604338136146
1730756945.0, ETH, USD, 2372.92, 0.4001232379572908, ST1, $949.4604338136146
1730758140.0, USD, ETH, 2388.43, 0.4001232379572908, ST1, $955.6663452343321
1730758145.0, ETH, USD, 2388.43, 0.4001232379572908, ST1, $955.6663452343321
1730765300.0, USD, ETH, 2403.95, 0.4001232379572908, ST1, $961.8762578874292
1730765305.0, ETH, USD, 2403.95, 0.4001232379572908, ST1, $961.8762578874292
1730779830.0, USD, ETH, 2418.84, 0.4001232379572908, ST1, $967.8340929006134
1730792585.0, USD, XBT, 68867.8, 0.014508861525512003, ST3, $999.1933737666556
1730797485.0, USD, XBT, 69015.5, 0.014436399093004693, ST2, $996.3353016032654
1731084300.0, XBT, USD, 75932.5, 0.013121328832887965, ST2, $996.3353016032654
1731088270.0, USD, XBT, 76472.9, 0.013121328832887965, ST2, $1003.426067704558
1731267840.0, ETH, USD, 3193.3, 0.3142285622098011, ST2, $1003.426067704558
1731267845.0, ETH, USD, 3193.3, 3.560167780090064e-17, ST2, $1003.4260677045581
1731267850.0, ETH, USD, 3193.3, 3.95258024098462e-33, ST2, $1003.4260677045581
1731267855.0, ETH, USD, 3193.3, 4.388245590219575e-49, ST2, $1003.4260677045581
1731267860.0, ETH, USD, 3193.3, 4.871931291971582e-65, ST2, $1003.4260677045581
1731267865.0, ETH, USD, 3193.3, 5.408930294738636e-81, ST2, $1003.4260677045581
1731267870.0, ETH, USD, 3193.3, 6.005118951811368e-97, ST2, $1003.4260677045581
1731267875.0, ETH, USD, 3193.3, 6.667021325913867e-113, ST2, $1003.4260677045581
1731267880.0, ETH, USD, 3193.3, 7.401880581696515e-129, ST2, $1003.4260677045581
1731267885.0, ETH, USD, 3193.3, 8.217738247325318e-145, ST2, $1003.4260677045581
1731267890.0, ETH, USD, 3193.3, 9.123522212523347e-161, ST2, $1003.4260677045581
1731267895.0, ETH, USD, 3193.3, 1.012914442602247e-176, ST2, $1003.4260677045581
1731267900.0, ETH, USD, 3178.04, 1.1299607422862417e-192, ST2, $998.6309398452365
1731276960.0, USD, ETH, 3211.62, 0.31422856220980117, ST2, $1009.1827349642416
1731277920.0, ETH, USD, 3183.83, 0.316971300278043, ST2, $1009.1827349642416
1731285900.0, USD, ETH, 3205.18, 0.316971300278043, ST2, $1015.9500722251778
1731287550.0, ETH, USD, 3190.89, 0.3183908164258805, ST2, $1015.9500722251778
1731288900.0, USD, ETH, 3212.51, 0.3183908164258805, ST2, $1022.8336816763054
1731290460.0, ETH, USD, 3196.53, 0.31998250655439037, ST2, $1022.8336816763056
1731338340.0, USD, ETH, 3218.68, 0.31998250655439037, ST2, $1029.9212941964852
1731373260.0, ETH, USD, 3331.22, 0.3091724035628044, ST2, $1029.9212941964852
1731386880.0, USD, ETH, 3351.35, 0.3091724035628044, ST2, $1036.1449346802044
1731407340.0, ETH, USD, 3332.96, 0.31087829877352396, ST2, $1036.1449346802044
1731408675.0, XBT, USD, 85755.1, 0.011651707872379083, ST3, $999.1933737666556
1731408780.0, USD, XBT, 86326.1, 0.011651707872379083, ST3, $1005.846498961784
1731476640.0, USD, ETH, 3163.86, 0.31087829877352396, ST2, $983.5754143576015
1731533415.0, ETH, USD, 3163.49, 0.3179546952769834, ST3, $1005.8464989617842
1731534000.0, ETH, USD, 3167.07, 0.305592895926081, ST1, $967.8340929006134
1731536640.0, USD, ETH, 3183.54, 0.3179546952769834, ST3, $1012.2214906020876
1731540260.0, USD, ETH, 3192.3, 0.305592895926081, ST1, $975.5442016648285
1731582420.0, ETH, USD, 3162.45, 0.31101690599301224, ST2, $983.5754143576015
1731583560.0, USD, ETH, 3185.21, 0.31101690599301224, ST2, $990.6541591380026
1731584280.0, ETH, USD, 3168.44, 0.3078941692646313, ST1, $975.5442016648285
1731585440.0, USD, ETH, 3190.36, 0.3078941692646313, ST1, $982.2932418551092
1731586380.0, ETH, USD, 3186.58, 0.31088319111335744, ST2, $990.6541591380026
1731591480.0, ETH, USD, 3172.05, 0.30967142442745516, ST1, $982.2932418551092
1731594720.0, USD, ETH, 3194.69, 0.30967142442745516, ST1, $989.3042029041467
1731594840.0, ETH, USD, 3192.92, 0.30984309124692966, ST1, $989.3042029041467
1731645540.0, USD, ETH, 3028.0, 0.30984309124692966, ST1, $938.204880295703
1731647760.0, USD, ETH, 3022.24, 0.31088319111335744, ST2, $939.5636155104334
1731696660.0, ETH, USD, 3021.02, 0.31100873728423956, ST2, $939.5636155104334
1731699240.0, USD, ETH, 3040.4, 0.31100873728423956, ST2, $945.590964839002
1731809100.0, XBT, USD, 89900.0, 0.010518253224015596, ST2, $945.590964839002
1731817215.0, USD, XBT, 90470.1, 0.010518253224015596, ST2, $951.5874210020135
1731930480.0, ETH, USD, 3055.54, 0.33127417432011613, ST3, $1012.2214906020877
1731931380.0, ETH, USD, 3066.04, 0.30599890422033077, ST1, $938.204880295703
1731932760.0, USD, ETH, 3074.02, 0.33127417432011613, ST3, $1018.3434373435233
1731933910.0, USD, ETH, 3087.65, 0.30599890422033077, ST1, $944.8175166159043
1731935340.0, ETH, USD, 3060.74, 0.3327115133410624, ST3, $1018.3434373435233
1731937335.0, USD, ETH, 3082.6, 0.3327115133410624, ST3, $1025.616511025159
1731938175.0, ETH, USD, 3067.42, 0.3343580308614924, ST3, $1025.616511025159
1731939435.0, USD, ETH, 3095.76, 0.3343580308614924, ST3, $1035.0922176197737
1731957540.0, ETH, USD, 3129.57, 0.330745826941009, ST3, $1035.0922176197737
1731961140.0, USD, ETH, 3149.66, 0.330745826941009, ST3, $1041.7369012830184
1732071420.0, ETH, USD, 3092.45, 0.3077131145215003, ST2, $951.5874210020136
1732080190.0, USD, ETH, 3115.15, 0.3077131145215003, ST2, $958.5725087016516
1732129200.0, ETH, USD, 3048.73, 0.34169536209602636, ST3, $1041.7369012830184
1732133880.0, USD, ETH, 3067.86, 0.34169536209602636, ST3, $1048.2735335599154
1732135395.0, ETH, USD, 3075.06, 0.3117248147033396, ST2, $958.5725087016516
1732135400.0, ETH, USD, 3075.06, 3.697060796264659e-17, ST2, $958.5725087016517
1732135405.0, ETH, USD, 3075.06, 4.1045620194520394e-33, ST2, $958.5725087016517
1732135410.0, ETH, USD, 3075.06, 4.556979259997584e-49, ST2, $958.5725087016517
1732135415.0, ETH, USD, 3075.06, 5.059263297188625e-65, ST2, $958.5725087016517
1732135420.0, ETH, USD, 3075.06, 5.616910600179798e-81, ST2, $958.5725087016517
1732135425.0, ETH, USD, 3075.06, 6.236023475580718e-97, ST2, $958.5725087016517
1732135430.0, ETH, USD, 3075.06, 6.923376844692706e-113, ST2, $958.5725087016517
1732135435.0, ETH, USD, 3075.06, 7.686492381134509e-129, ST2, $958.5725087016517
1732140960.0, USD, ETH, 3094.05, 0.3117248147033397, ST2, $964.4921629328682
1732281250.0, XBT, USD, 98368.1, 0.009804928253497507, ST2, $964.4921629328682
1732294450.0, USD, XBT, 98961.8, 0.009804928253497507, ST2, $970.3133488369696
1732295110.0, ETH, USD, 3313.75, 0.29281428859659586, ST2, $970.3133488369696
1732319835.0, USD, ETH, 3332.17, 0.29281428859659586, ST2, $975.7069880329188
1732449120.0, ETH, USD, 3347.65, 0.291460274530766, ST2, $975.7069880329188
1732449120.0, XBT, USD, 97500.0, 0.010751523421127339, ST3, $1048.2735335599154
1732449480.0, ETH, USD, 3349.44, 0.28208223363186213, ST1, $944.8175166159043
1732485720.0, USD, ETH, 3348.08, 0.28208223363186213, ST1, $944.433884778165
1732489570.0, USD, XBT, 98200.0, 0.010751523421127339, ST3, $1055.7995999547047
1732491420.0, USD, ETH, 3371.03, 0.291460274530766, ST2, $982.5213292514482
1732547700.0, XBT, USD, 95360.0, 0.009903878825274381, ST1, $944.4338847781651
1732548610.0, USD, XBT, 96324.1, 0.009903878825274381, ST1, $953.982214353612
1732548660.0, XBT, USD, 96150.1, 0.009921801582667224, ST1, $953.982214353612
1732558500.0, XBT, USD, 95634.0, 0.011040002509094095, ST3, $1055.7995999547047
1732652280.0, USD, XBT, 91325.9, 0.009921801582667224, ST1, $906.1174591585086
1732653420.0, USD, XBT, 90750.2, 0.011040002509094095, ST3, $1001.8824357007909
1732656720.0, XBT, USD, 91505.1, 0.010948924548476433, ST3, $1001.8824357007909
1732658905.0, USD, XBT, 92106.0, 0.010948924548476433, ST3, $1008.4616444619703
1732665130.0, XBT, USD, 91914.6, 0.009858253848229862, ST1, $906.1174591585086
1732665135.0, XBT, USD, 91914.6, 1.2368746393023092e-18, ST1, $906.1174591585087
1732670410.0, USD, XBT, 92497.0, 0.009858253848229864, ST1, $911.8589061997177
1732803900.0, ETH, USD, 3556.73, 0.28353618195982555, ST3, $1008.4616444619703
1732807215.0, ETH, USD, 3551.01, 0.27668785197773255, ST2, $982.5213292514482
1732817580.0, USD, ETH, 3575.28, 0.27668785197773255, ST2, $989.2365434189477
1732817640.0, USD, ETH, 3578.54, 0.28353618195982555, ST3, $1014.6455685905141
1732821510.0, ETH, USD, 3574.33, 0.27676139120309196, ST2, $989.2365434189477
1732821970.0, ETH, USD, 3569.96, 0.2842176294945921, ST3, $1014.6455685905141
1732832290.0, USD, ETH, 3592.99, 0.2842176294945921, ST3, $1021.1911005977745
1732832340.0, USD, ETH, 3596.15, 0.27676139120309196, ST2, $995.2754769749992
1732834285.0, ETH, USD, 3594.58, 0.27688227191354736, ST2, $995.2754769749992
1732834290.0, ETH, USD, 3594.58, 3.1627293792770235e-17, ST2, $995.2754769749993
1732891820.0, USD, ETH, 3622.23, 0.2768822719135474, ST2, $1002.9312717934089
1732963560.0, ETH, USD, 3654.17, 0.2744621273212272, ST2, $1002.9312717934089
1732971795.0, USD, ETH, 3678.06, 0.2744621273212272, ST2, $1009.4881720151129
