n,a1,a2,a3,b1,b2,b3,c1,c2,v1,v2,p1,p2,t1,t2,l1,l2,h1,h2,o,time
230,0.318887000,9600,9600.000,0.318840800,4700,4700.000,0.318747500,73.11701055,3164216.79007391,22732274.94018240,0.316931033,0.321152348,1019,4581,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:07:35.427075
231,0.319094900,37622,37622.000,0.318947000,9600,9600.000,0.319096100,9.84609060,3164293.62007391,22727298.05428240,0.316931082,0.321150776,1021,4580,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:08:35.554173
232,0.319210700,37608,37608.000,0.319080200,9600,9600.000,0.319096100,9.84609060,3164293.62007391,22727198.05428240,0.316931082,0.321150745,1021,4579,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:09:35.703857
233,0.318762000,4700,4700.000,0.318761900,6867,6867.000,0.319096100,9.84609060,3164293.62007391,22727198.05428240,0.316931082,0.321150745,1021,4579,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:10:35.845518
234,0.318762000,24507,24507.000,0.318761900,6867,6867.000,0.319096100,9.84609060,3164293.62007391,22727198.05428240,0.316931082,0.321150745,1021,4579,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:11:35.971511
235,0.318762000,34205,34205.000,0.318761900,6867,6867.000,0.319096100,9.84609060,3164293.62007391,22723398.05428240,0.316931082,0.321149440,1021,4575,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:12:36.104008
236,0.318923600,9600,9600.000,0.318820200,9600,9600.000,0.319096100,9.84609060,3164293.62007391,22723398.05428240,0.316931082,0.321149440,1021,4575,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:13:36.228195
237,0.318829500,9600,9600.000,0.318780100,16490,16490.000,0.319096100,9.84609060,3164293.62007391,22723398.05428240,0.316931082,0.321149440,1021,4575,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:14:36.356760
238,0.318757500,9600,9600.000,0.318650000,16494,16494.000,0.319096100,9.84609060,3164293.62007391,22665336.85753001,0.316931082,0.321130485,1021,4570,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:15:36.485667
239,0.318614200,55289,55289.000,0.318614100,9080,9080.000,0.319096100,9.84609060,3164293.62007391,22665187.70753001,0.316931082,0.321130435,1021,4569,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:16:36.607511
240,0.318345100,9600,9600.000,0.318319200,16512,16512.000,0.318614100,2360.55800000,3173372.69207391,22662045.60953001,0.316935897,0.321125145,1023,4568,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:17:36.997044
241,0.318529600,14300,14300.000,0.318529500,306,306.000,0.318614100,2360.55800000,3173372.69207391,22662045.60953001,0.316935897,0.321125145,1023,4568,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:18:37.135200
242,0.318529600,34119,34119.000,0.318529500,306,306.000,0.318614100,2360.55800000,3173372.69207391,22662030.62953001,0.316935897,0.321125140,1023,4567,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:19:37.266219
243,0.318184600,11005,11005.000,0.318134100,16523,16523.000,0.318529500,591.22000000,3175951.87943508,22663609.81689118,0.316937191,0.321124509,1027,4570,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:20:37.387398
244,0.317975800,9600,9600.000,0.317828100,37740,37740.000,0.318529500,591.22000000,3175951.87943508,22662984.81689118,0.316937191,0.321124289,1027,4566,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:21:37.510162
245,0.318136000,9600,9600.000,0.317961600,16526,16526.000,0.318529500,591.22000000,3175951.87943508,22652195.83508661,0.316937191,0.321120447,1027,4562,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:22:37.631752
246,0.318338500,9600,9600.000,0.318077900,37707,37707.000,0.318529500,591.22000000,3175951.87943508,22555659.70761160,0.316937191,0.321084999,1027,4550,0.313873200,0.313873200,0.320937300,0.329413900,0.320167700,2021-06-16 08:23:37.765518
247,0.318098900,9600,9600.000,0.317968400,16527,16527.000,0.318529500,591.22000000,3175951.87943508,22555659.70761160,0.316937191,0.321084999,1027,4550,0.313873200,0.313873200,0.320937300,0.329413900,0.320167700,2021-06-16 08:24:37.898077
248,0.317942900,11016,11016.000,0.317758400,9600,9600.000,0.318529500,591.22000000,3175951.87943508,22555659.70761160,0.316937191,0.321084999,1027,4550,0.313873200,0.313873200,0.320937300,0.329413900,0.320167700,2021-06-16 08:25:38.032905
249,0.317529000,9600,9600.000,0.317426200,9600,9600.000,0.317814500,14414.68710000,3190366.56653508,22570074.39471160,0.316941155,0.321082911,1028,4551,0.313873200,0.313873200,0.320937300,0.329413900,0.320167700,2021-06-16 08:26:38.157202
250,0.317631800,9600,9600.000,0.317565500,153,153.000,0.317516800,0.00000306,3197797.56844461,22548969.75162113,0.316942522,0.321071336,1034,4553,0.313873200,0.313873200,0.320937300,0.329413900,0.320167700,2021-06-16 08:27:38.541102
251,0.317650900,45918,45918.000,0.317650800,73,73.000,0.317516800,0.00000306,3197797.56844461,22548969.75162113,0.316942522,0.321071336,1034,4553,0.313873200,0.313873200,0.320937300,0.329413900,0.320167700,2021-06-16 08:28:38.668718
252,0.317650900,30863,30863.000,0.317650800,73,73.000,0.317516800,0.00000306,3197797.56844461,22548969.75162113,0.316942522,0.321071336,1034,4553,0.313873200,0.313873200,0.320937300,0.329413900,0.320167700,2021-06-16 08:29:38.795817
253,0.317650900,30853,30853.000,0.317650800,3391,3391.000,0.317671500,474.12731137,3199941.44275598,22507836.70073250,0.316943010,0.321055294,1036,4548,0.313873200,0.313873200,0.320937300,0.329194300,0.320167700,2021-06-16 08:30:39.180930
254,0.317594100,9600,9600.000,0.317459400,9600,9600.000,0.317650800,755.02400000,3203331.53675598,22507112.81083250,0.316943759,0.321053294,1038,4549,0.313873200,0.313873200,0.320937300,0.329194300,0.320167700,2021-06-16 08:31:39.329154
255,0.317506700,16561,16561.000,0.317367800,9600,9600.000,0.317459400,0.00000015,3207759.72724931,22313364.58951791,0.316944471,0.320980372,1043,4537,0.313873200,0.313873200,0.320937300,0.328588700,0.320167700,2021-06-16 08:32:39.468316
256,0.317483300,54438,54438.000,0.317380000,9600,9600.000,0.317459400,0.00000015,3207759.72724931,22313364.58951791,0.316944471,0.320980372,1043,4537,0.313873200,0.313873200,0.320937300,0.328588700,0.320167700,2021-06-16 08:33:39.612783
257,0.317468300,16580,16580.000,0.317422100,9600,9600.000,0.317333700,0.00000088,3207809.72724931,22296206.89351791,0.316944477,0.320974512,1047,4535,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:34:39.759808
258,0.317602500,16574,16574.000,0.317558900,9600,9600.000,0.317691300,73.87650000,3207883.60374931,22296280.77001791,0.316944494,0.320974501,1048,4536,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:35:39.887833
259,0.317691300,1,1.000,0.317666900,9600,9600.000,0.317691300,73.87650000,3207883.60374931,22296280.77001791,0.316944494,0.320974501,1048,4536,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:36:40.017083
260,0.317691300,1,1.000,0.317691200,87603,87603.000,0.317691300,73.87650000,3207883.60374931,22287460.77001791,0.316944494,0.320971789,1048,4535,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:37:40.152153
261,0.317845800,13274,13274.000,0.317845700,30876,30876.000,0.317691300,73.87650000,3207883.60374931,22287460.77001791,0.316944494,0.320971789,1048,4535,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:38:40.273479
262,0.317731100,16590,16590.000,0.317608600,9600,9600.000,0.317691300,73.87650000,3207883.60374931,22286831.27001791,0.316944494,0.320971602,1048,4533,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:39:40.397274
263,0.317789300,9600,9600.000,0.317688600,16585,16585.000,0.317672700,50.00000000,3207933.60374931,22282881.27001791,0.316944506,0.320970419,1049,4533,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:40:40.533055
264,0.317897900,9600,9600.000,0.317764100,16580,16580.000,0.317560100,20488.75631739,3338867.93598670,22413815.60225530,0.316974637,0.320951389,1059,4543,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:41:40.922743
265,0.317969100,9596,9596.000,0.317776200,16573,16573.000,0.317969100,4.21000000,3338872.14598670,22413819.81225530,0.316974638,0.320951389,1060,4544,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:42:41.046048
266,0.317946700,9600,9600.000,0.317858300,16576,16576.000,0.317969100,4.21000000,3338872.14598670,22376279.44673499,0.316974638,0.320941080,1060,4538,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:43:41.173581
267,0.318071200,9600,9600.000,0.317989800,9600,9600.000,0.317969100,4.21000000,3338872.14598670,22376279.44673499,0.316974638,0.320941080,1060,4538,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:44:41.297095
268,0.318009400,30817,30817.000,0.318009300,2359,2359.000,0.318009400,78.49819370,3338950.64418040,22376357.94492869,0.316974662,0.320941070,1061,4539,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:45:41.423692
269,0.318092100,93,93.000,0.318092000,30881,30881.000,0.318009400,78.49819370,3338950.64418040,22375819.33492869,0.316974662,0.320940924,1061,4538,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:46:41.554838
270,0.318092100,93,93.000,0.318092000,38740,38740.000,0.318009400,78.49819370,3338950.64418040,22375819.33492869,0.316974662,0.320940924,1061,4538,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:47:41.675339
271,0.318533600,9600,9600.000,0.318455100,4700,4700.000,0.318326100,60.88301870,3339372.58917372,21875111.34847176,0.316974813,0.320840631,1071,4499,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:48:41.880440
272,0.318584500,61,61.000,0.318584400,21256,21256.000,0.318326100,60.88301870,3339372.58917372,21867815.29209207,0.316974813,0.320838973,1071,4493,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:49:42.021257
273,0.318584500,9600,9600.000,0.318584400,4925,4925.000,0.318326100,60.88301870,3339372.58917372,21831612.42077207,0.316974813,0.320830904,1071,4483,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:50:42.141724
274,0.318431400,16587,16587.000,0.318310800,9600,9600.000,0.318584400,1624.99600000,3344296.82017372,21836536.65177207,0.316977183,0.320830397,1073,4485,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:51:42.275706
275,0.318150400,16596,16596.000,0.318060300,9600,9600.000,0.318584400,1624.99600000,3344296.82017372,21828470.69033920,0.316977183,0.320828749,1073,4481,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:52:42.417844
276,0.318139600,9600,9600.000,0.318034500,9600,9600.000,0.318584400,1624.99600000,3344296.82017372,21828170.69033920,0.316977183,0.320828688,1073,4479,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:53:42.548446
277,0.318201700,9600,9600.000,0.318104800,9600,9600.000,0.318054600,700.00000000,3344996.82017372,21822350.80033920,0.316977409,0.320827308,1074,4477,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:54:42.691379
278,0.317636300,4700,4700.000,0.317415300,37785,37785.000,0.318054600,700.00000000,3344996.82017372,21822350.80033920,0.316977409,0.320827308,1074,4477,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:55:42.814390
279,0.317601300,9600,9600.000,0.317530800,4700,4700.000,0.318054600,700.00000000,3344996.82017372,21821612.30326917,0.316977409,0.320827141,1074,4473,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:56:43.212453
280,0.317740100,16654,16654.000,0.317676100,9600,9600.000,0.318054600,700.00000000,3344996.82017372,21821612.30326917,0.316977409,0.320827141,1074,4473,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:57:43.346207
281,0.317539600,9600,9600.000,0.317500000,124,124.000,0.318054600,700.00000000,3344996.82017372,21820260.57445197,0.316977409,0.320826850,1074,4471,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:58:43.471912
282,0.317733100,4700,4700.000,0.317644600,9600,9600.000,0.317386400,14341.34854251,3369062.16871623,21844325.92299448,0.316980677,0.320823114,1077,4474,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 08:59:43.597379
283,0.317701700,9600,9600.000,0.317494400,37776,37776.000,0.317386400,14341.34854251,3369062.16871623,21844325.92299448,0.316980677,0.320823114,1077,4474,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:00:43.732467
284,0.317669900,9600,9600.000,0.317566400,9600,9600.000,0.317386400,14341.34854251,3369062.16871623,21844265.40299448,0.316980677,0.320823101,1077,4473,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:01:43.876134
285,0.317481800,4700,4700.000,0.317379200,9600,9600.000,0.317277700,7.89423347,3369137.16871623,21835726.46680914,0.316980689,0.320821227,1079,4469,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:02:44.016103
286,0.317733400,16656,16656.000,0.317606900,9600,9600.000,0.317277700,7.89423347,3369137.16871623,21828186.89311779,0.316980689,0.320819601,1079,4468,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:03:44.143331
287,0.317733500,68,68.000,0.317733400,76565,76565.000,0.317613400,75.00000000,3371001.04214845,21830050.76655001,0.316981039,0.320819327,1081,4470,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:04:44.267750
288,0.317862900,83,83.000,0.317862800,31747,31747.000,0.317733500,0.00005219,3371068.60150064,21829055.63890220,0.316981054,0.320819111,1083,4470,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:05:44.391432
289,0.317862900,61504,61504.000,0.317862800,2556,2556.000,0.317733500,0.00005219,3371068.60150064,21825363.61274835,0.316981054,0.320818400,1083,4468,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:06:44.519121
290,0.317603700,4700,4700.000,0.317524500,9600,9600.000,0.317382100,0.00000003,3379103.67754474,21830198.52942924,0.316982876,0.320816687,1094,4474,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:07:44.645104
291,0.317795600,16672,16672.000,0.317671500,4700,4700.000,0.317382100,0.00000003,3379103.67754474,21817944.08142166,0.316982876,0.320814656,1094,4463,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:08:44.782974
292,0.317595600,9600,9600.000,0.317513800,9600,9600.000,0.317382100,0.00000003,3379103.67754474,21802944.08142166,0.316982876,0.320812146,1094,4461,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:09:44.904466
293,0.317540600,4700,4700.000,0.317503300,3089,3089.000,0.317382100,0.00000003,3379103.67754474,21802944.08142166,0.316982876,0.320812146,1094,4461,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:10:45.291707
294,0.317555300,9600,9600.000,0.317503300,3089,3089.000,0.317382100,0.00000003,3379103.67754474,21802944.08142166,0.316982876,0.320812146,1094,4461,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:11:45.697370
295,0.317503400,9600,9600.000,0.317503300,3089,3089.000,0.317382100,0.00000003,3379103.67754474,21787635.12142166,0.316982876,0.320809037,1094,4455,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:12:45.828553
296,0.317672500,9600,9600.000,0.317533300,16676,16676.000,0.317382100,0.00000003,3379103.67754474,21787635.12142166,0.316982876,0.320809037,1094,4455,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:13:45.949667
297,0.317585200,9600,9600.000,0.317360300,37796,37796.000,0.317382100,0.00000003,3379103.67754474,21787635.12142166,0.316982876,0.320809037,1094,4455,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:14:46.072378
298,0.317559500,30983,30983.000,0.317559400,1670,1670.000,0.317198900,19371.48839496,3415165.18934474,21673841.99322166,0.316985158,0.320775846,1096,4444,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:15:46.208325
299,0.317140100,55285,55285.000,0.317140000,200,200.000,0.317280500,4751.23400000,3421585.77534474,21655099.28922166,0.316985848,0.320769829,1098,4442,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:16:46.344919
300,0.317191900,9600,9600.000,0.317053100,37832,37832.000,0.316901300,3600.00000000,3426585.77534474,21660099.28922166,0.316985738,0.320768938,1101,4445,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:17:46.477784
301,0.316909400,9600,9600.000,0.316794800,221,221.000,0.316794900,0.00000008,3434040.57788398,21664433.77176090,0.316985327,0.320766920,1107,4450,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:18:46.611962
302,0.317284900,4700,4700.000,0.317084200,9600,9600.000,0.316794900,0.00000008,3434040.57788398,21538205.49295619,0.316985327,0.320740050,1107,4443,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:19:46.737382
303,0.317164100,9600,9600.000,0.317084200,2650,2650.000,0.317084400,1305.05200000,3435345.62988398,21539210.54495619,0.316985364,0.320739765,1108,4443,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:20:46.865917
304,0.317425900,68,68.000,0.317425800,26280,26280.000,0.317084400,1305.05200000,3435345.62988398,21531710.54495619,0.316985364,0.320738142,1108,4442,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:21:47.021462
305,0.317426200,1,1.000,0.317413700,9600,9600.000,0.317426200,64.00581043,3435477.23808398,21531668.07315619,0.316985381,0.320738085,1110,4443,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:22:47.161256
306,0.317426200,1,1.000,0.317426100,104200,104200.000,0.317426200,64.00581043,3435477.23808398,21516668.07315619,0.316985381,0.320734644,1110,4441,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:23:47.573580
307,0.317426200,1,1.000,0.317426100,56489,56489.000,0.317426200,64.00581043,3435477.23808398,21509668.07315619,0.316985381,0.320733034,1110,4440,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:24:47.722902
308,0.317426200,14300,14300.000,0.317426100,6042,6042.000,0.317426200,64.00581043,3435477.23808398,21509668.07315619,0.316985381,0.320733034,1110,4440,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:25:47.849255
309,0.317426200,30998,30998.000,0.317426100,6042,6042.000,0.317426200,64.00581043,3435477.23808398,21487148.98896885,0.316985381,0.320726255,1110,4435,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:26:47.988660
310,0.317426200,165618,165618.000,0.317426100,6760,6760.000,0.317426200,600.00000000,3436077.23808398,21487748.98896885,0.316985458,0.320726163,1111,4436,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:27:48.125218
311,0.317134000,9600,9600.000,0.317033100,37832,37832.000,0.317137000,4658.54167550,3447494.93808398,21499166.68896885,0.316986527,0.320724347,1117,4442,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:28:48.249860
312,0.317233900,9600,9600.000,0.317136500,4700,4700.000,0.317259300,200.00000000,3447694.93808398,21498998.00189882,0.316986543,0.320724212,1118,4438,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:29:48.369644
313,0.317357100,16703,16703.000,0.317206600,9600,9600.000,0.317259300,200.00000000,3447694.93808398,21498998.00189882,0.316986543,0.320724212,1118,4438,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:30:48.509342
314,0.317221800,9600,9600.000,0.317163200,1579,1579.000,0.317259300,200.00000000,3447694.93808398,21498998.00189882,0.316986543,0.320724212,1118,4438,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:31:48.636183
315,0.317163300,31012,31012.000,0.317163200,1867,1867.000,0.317259300,200.00000000,3447694.93808398,21443462.09096885,0.316986543,0.320708968,1118,4436,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:32:48.758006
316,0.317314700,4700,4700.000,0.317210400,9600,9600.000,0.317259300,200.00000000,3447694.93808398,21442962.09096885,0.316986543,0.320708842,1118,4435,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:33:48.881415
317,0.317403500,9600,9600.000,0.317271500,9600,9600.000,0.317259300,200.00000000,3447694.93808398,21441215.86096885,0.316986543,0.320708391,1118,4433,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:34:49.027320
318,0.317551300,16691,16691.000,0.317489900,3236,3236.000,0.317524600,241.66000000,3447936.59808398,21399709.93316414,0.316986580,0.320698163,1119,4424,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:35:49.162908
319,0.317490000,46730,46730.000,0.317489900,3236,3236.000,0.317524600,241.66000000,3447936.59808398,21393916.30716414,0.316986580,0.320696807,1119,4422,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:36:49.311972
320,0.317582500,16687,16687.000,0.317558200,4700,4700.000,0.317489900,596.00000000,3448532.59808398,21394512.30716414,0.316986667,0.320696717,1120,4423,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:37:49.445097
321,0.317510000,16554,16554.000,0.317490700,9600,9600.000,0.317510000,112.55000000,3448645.14808398,21394624.85716414,0.316986684,0.320696701,1121,4424,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:38:49.839828
322,0.317621600,16660,16660.000,0.317496600,9600,9600.000,0.317510000,112.55000000,3448645.14808398,21394624.85716414,0.316986684,0.320696701,1121,4424,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:39:49.975409
323,0.317478600,30970,30970.000,0.317478500,6835,6835.000,0.317510000,112.55000000,3448645.14808398,21392394.66516414,0.316986684,0.320696144,1121,4422,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:40:50.139053
324,0.317691100,9600,9600.000,0.317554000,37774,37774.000,0.317618900,244.52984378,3448889.67792776,21392639.19500792,0.316986729,0.320696109,1122,4423,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:41:50.289202
325,0.317837600,90,90.000,0.317666700,9600,9600.000,0.317618900,244.52984378,3448889.67792776,21362639.19500792,0.316986729,0.320688728,1122,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:42:50.419278
326,0.317752700,9600,9600.000,0.317668900,4700,4700.000,0.317618900,244.52984378,3448889.67792776,21362639.19500792,0.316986729,0.320688728,1122,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:43:50.577006
327,0.317732400,16654,16654.000,0.317633100,9600,9600.000,0.317787600,3099.33000000,3451989.00792776,21365738.52500792,0.316987448,0.320688307,1123,4422,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:44:50.734518
328,0.317560100,16664,16664.000,0.317551000,10112,10112.000,0.317787600,3099.33000000,3451989.00792776,21365438.52500792,0.316987448,0.320688231,1123,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:45:50.866674
329,0.317551100,30963,30963.000,0.317551000,15765,15765.000,0.317787600,3099.33000000,3451989.00792776,21329936.87900792,0.316987448,0.320679194,1123,4417,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:46:51.259778
330,0.317298600,16676,16676.000,0.317246400,9600,9600.000,0.317521000,900.00000000,3468652.19791923,21346600.06899939,0.316990148,0.320676751,1127,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:47:51.388280
331,0.317163300,30981,30981.000,0.317163200,289,289.000,0.317521000,900.00000000,3468652.19791923,21346600.06899939,0.316990148,0.320676751,1127,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:48:51.529389
332,0.317429200,9600,9600.000,0.317292500,37804,37804.000,0.317521000,900.00000000,3468652.19791923,21346509.34899939,0.316990148,0.320676729,1127,4420,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:49:51.652786
333,0.317439300,61944,61944.000,0.317439200,3605,3605.000,0.317521000,900.00000000,3468652.19791923,21346509.34899939,0.316990148,0.320676729,1127,4420,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:50:51.784751
334,0.317439300,107229,107229.000,0.317439200,3605,3605.000,0.317439300,235.18134018,3468887.37925941,21340586.25603957,0.316990178,0.320675296,1128,4418,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:51:51.906520
335,0.317291900,75852,75852.000,0.317291800,337,337.000,0.317439200,756.85300000,3472491.44125941,21344190.31803957,0.316990644,0.320674750,1130,4420,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:52:52.055190
336,0.316903600,4700,4700.000,0.316847400,9600,9600.000,0.317029800,2383.97222169,3475499.90125941,21339119.51403957,0.316990715,0.320672421,1133,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:53:52.194793
337,0.316961500,9600,9600.000,0.316853800,9600,9600.000,0.316811200,105.23933497,3506604.29153498,21361550.61671514,0.316988978,0.320664702,1137,4424,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:54:52.330429
338,0.316831200,69792,69792.000,0.316831100,3769,3769.000,0.316811200,105.23933497,3506604.29153498,21361550.61671514,0.316988978,0.320664702,1137,4424,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:55:52.717472
339,0.316831200,30966,30966.000,0.316831100,3669,3669.000,0.316831100,100.00000000,3506704.29153498,21361650.61671514,0.316988974,0.320664684,1138,4425,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:56:52.860016
340,0.316831200,46701,46701.000,0.316831100,3669,3669.000,0.316831100,100.00000000,3506704.29153498,21358416.25671514,0.316988974,0.320663850,1138,4423,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:57:52.982196
341,0.316794900,98558,98558.000,0.316794800,221,221.000,0.316831100,1469.80100000,3519973.01253498,21371684.97771514,0.316988379,0.320661470,1141,4426,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:58:53.107808
342,0.316794900,21434,21434.000,0.316794800,221,221.000,0.316831100,1469.80100000,3519973.01253498,21368194.93481514,0.316988379,0.320660484,1141,4423,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 09:59:53.234347
343,0.316455600,11070,11070.000,0.316346300,9600,9600.000,0.316386200,891.89600000,3523623.70772081,21347857.63000097,0.316988075,0.320653020,1144,4425,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:00:53.358565
